validation_loss_step/epoch_0,step,training_loss,epoch,validation_loss_epoch
0.398378849029541,0,,,
0.41052523255348206,1,,,
,9,0.49610254168510437,0,
,19,0.2394978553056717,0,
,29,0.17187237739562988,0,
,39,0.12488608807325363,0,
,49,0.1107378602027893,0,
,59,0.1069316416978836,0,
,69,0.09150060266256332,0,
,79,0.08649682998657227,0,
,89,0.08302612602710724,0,
,99,0.08148882538080215,0,
,109,0.07066234201192856,0,
,119,0.0760476216673851,0,
,129,0.06548687070608139,0,
,139,0.07107198238372803,0,
,149,0.06169430911540985,0,
,159,0.06596048176288605,0,
,169,0.0496685616672039,0,
,179,0.05084109306335449,0,
,189,0.04739125818014145,0,
,199,0.0434400849044323,0,
,209,0.04081743210554123,0,
,219,0.04740997031331062,0,
,229,0.03983581066131592,0,
,239,0.03755185753107071,0,
,249,0.03442740440368652,0,
,259,0.0358978770673275,0,
,269,0.032804686576128006,0,
,279,0.04143941029906273,0,
,289,0.03157292678952217,0,
,299,0.033244721591472626,0,
,309,0.028109043836593628,0,
,319,0.02830175869166851,0,
,329,0.02805444784462452,0,
,339,0.028082093223929405,0,
,349,0.02623855508863926,0,
,359,0.02535952441394329,0,
,369,0.02326970361173153,0,
,379,0.026283079758286476,0,
,389,0.026265816763043404,0,
,399,0.022701933979988098,0,
,409,0.023908499628305435,0,
,419,0.023584753274917603,0,
,429,0.02408675104379654,0,
,439,0.022001247853040695,0,
,449,0.020803218707442284,0,
,459,0.020323319360613823,0,
,469,0.020085517317056656,0,
,479,0.019887849688529968,0,
,489,0.020063797011971474,0,
,499,0.019385796040296555,0,
,509,0.02330273948609829,0,
,519,0.02310130186378956,0,
,529,0.01831747591495514,0,
,539,0.016936300322413445,0,
,549,0.01650059036910534,0,
,559,0.02074282616376877,0,
,569,0.017165303230285645,0,
,579,0.016782090067863464,0,
,589,0.027980215847492218,0,
,599,0.017047898843884468,0,
,609,0.015584999695420265,0,
,619,0.017399199306964874,0,
,629,0.01697712577879429,0,
,639,0.017198914662003517,0,
,649,0.021362653002142906,0,
,659,0.01936565525829792,0,
,669,0.01489968691021204,0,
,679,0.01580960676074028,0,
,689,0.017145942896604538,0,
,699,0.018934933468699455,0,
,709,0.017665797844529152,0,
,719,0.02194030024111271,0,
,729,0.017352527007460594,0,
,739,0.016791705042123795,0,
,749,0.014775150455534458,0,
,759,0.01607309654355049,0,
,769,0.015365003608167171,0,
,779,0.0158639345318079,0,
,789,0.016832657158374786,0,
,799,0.017500316724181175,0,
,809,0.015801550820469856,0,
,819,0.019821960479021072,0,
,829,0.016716668382287025,0,
,839,0.014753751456737518,0,
,849,0.016942638903856277,0,
,859,0.014917884953320026,0,
,869,0.016456080600619316,0,
,879,0.015351565554738045,0,
,889,0.013290252536535263,0,
,899,0.013339238241314888,0,
,909,0.017000578343868256,0,
,919,0.02023620903491974,0,
,929,0.014997613616287708,0,
,939,0.01540401205420494,0,
,949,0.013368090614676476,0,
,959,0.017324190586805344,0,
,969,0.01386531163007021,0,
,979,0.014720560051500797,0,
,989,0.015811799094080925,0,
,999,0.014866374433040619,0,
,1009,0.012448006309568882,0,
,1019,0.01526738703250885,0,
,1029,0.013792025856673717,0,
,1039,0.016386745497584343,0,
,1049,0.013812227174639702,0,
,1059,0.013291290029883385,0,
,1069,0.013327119871973991,0,
,1079,0.01403134036809206,0,
,1089,0.017793359234929085,0,
,1099,0.013038570061326027,0,
,1109,0.013695219531655312,0,
,1119,0.011153129860758781,0,
,1129,0.012425398454070091,0,
,1139,0.01327708549797535,0,
,1149,0.01297166757285595,0,
,1159,0.014781429432332516,0,
,1169,0.0162198543548584,0,
,1179,0.012884527444839478,0,
,1189,0.018920883536338806,0,
,1199,0.01352514699101448,0,
,1209,0.012829670682549477,0,
,1219,0.010749174281954765,0,
,1229,0.011698639951646328,0,
,1239,0.020707126706838608,0,
,1249,0.012730431742966175,0,
,1259,0.014817619696259499,0,
,1269,0.013699881732463837,0,
,1279,0.011459463275969028,0,
,1289,0.011803426779806614,0,
,1299,0.010673093609511852,0,
,1309,0.013119501993060112,0,
,1319,0.013299982063472271,0,
,1329,0.016251249238848686,0,
,1339,0.011950700543820858,0,
,1349,0.011106754653155804,0,
,1359,0.011630282737314701,0,
,1369,0.010563177987933159,0,
,1379,0.01177695021033287,0,
,1389,0.014053108170628548,0,
,1399,0.011469684541225433,0,
,1409,0.010254200547933578,0,
,1419,0.013979964889585972,0,
,1429,0.012508002109825611,0,
,1439,0.01111969817429781,0,
