validation_loss_step/epoch_0,step,training_loss,epoch,validation_loss_epoch
0.42839905619621277,0,,,
0.428348571062088,1,,,
,9,0.1542378067970276,0,
,19,0.0984032079577446,0,
,29,0.07426472753286362,0,
,39,0.06256087124347687,0,
,49,0.046094320714473724,0,
,59,0.03789195045828819,0,
,69,0.035082437098026276,0,
,79,0.03227389231324196,0,
,89,0.03328735753893852,0,
,99,0.03449026867747307,0,
,109,0.03073735348880291,0,
,119,0.029547933489084244,0,
,129,0.030801676213741302,0,
,139,0.029218219220638275,0,
,149,0.025941599160432816,0,
,159,0.03141167759895325,0,
,169,0.0356745608150959,0,
,179,0.022598523646593094,0,
,189,0.02522389404475689,0,
,199,0.024589557200670242,0,
,209,0.025024285539984703,0,
,219,0.025292035192251205,0,
,229,0.025438664481043816,0,
,239,0.025513874366879463,0,
,249,0.028351295739412308,0,
,259,0.024950066581368446,0,
,269,0.02414928935468197,0,
,279,0.022589068859815598,0,
,289,0.023141298443078995,0,
,299,0.02291758544743061,0,
,309,0.02270226925611496,0,
,319,0.022108159959316254,0,
,329,0.028863703832030296,0,
,339,0.022059312090277672,0,
,349,0.0207343939691782,0,
,359,0.02254977636039257,0,
,369,0.021106908097863197,0,
,379,0.020362697541713715,0,
,389,0.024231722578406334,0,
,399,0.019297976046800613,0,
,409,0.024829229339957237,0,
,419,0.020488573238253593,0,
,429,0.020577052608132362,0,
,439,0.02035885863006115,0,
,449,0.019715050235390663,0,
,459,0.01928619109094143,0,
,469,0.02059122361242771,0,
,479,0.0198953989893198,0,
,489,0.02197306416928768,0,
,499,0.019126206636428833,0,
,509,0.021341007202863693,0,
,519,0.02144455723464489,0,
,529,0.02126828022301197,0,
,539,0.018210412934422493,0,
,549,0.019979720935225487,0,
,559,0.020773103460669518,0,
,569,0.02161472663283348,0,
,579,0.022735634818673134,0,
,589,0.019532106816768646,0,
,599,0.020710114389657974,0,
,609,0.018774522468447685,0,
,619,0.01882905140519142,0,
,629,0.0176794845610857,0,
,639,0.024053869768977165,0,
,649,0.019266745075583458,0,
,659,0.018802974373102188,0,
,669,0.018650710582733154,0,
,679,0.019201915711164474,0,
,689,0.018930379301309586,0,
,699,0.018335454165935516,0,
,709,0.018461450934410095,0,
,719,0.019320078194141388,0,
,729,0.018367204815149307,0,
,739,0.017003782093524933,0,
,749,0.017919188365340233,0,
,759,0.01847555674612522,0,
,769,0.018106091767549515,0,
,779,0.018129825592041016,0,
,789,0.018717361614108086,0,
,799,0.01930927485227585,0,
,809,0.02882319502532482,0,
,819,0.028680425137281418,0,
,829,0.017297828570008278,0,
,839,0.01785890944302082,0,
,849,0.019443444907665253,0,
,859,0.017936857417225838,0,
,869,0.01885834150016308,0,
,879,0.016769492998719215,0,
,889,0.01811118796467781,0,
,899,0.01776140369474888,0,
,909,0.016729220747947693,0,
,919,0.018162978813052177,0,
,929,0.015821080654859543,0,
,939,0.017035428434610367,0,
,949,0.01672353222966194,0,
,959,0.01712680049240589,0,
,969,0.017251774668693542,0,
,979,0.017769677564501762,0,
,989,0.018446622416377068,0,
,999,0.017432192340493202,0,
,1009,0.017684750258922577,0,
,1019,0.01696370169520378,0,
,1029,0.01715994067490101,0,
,1039,0.016608314588665962,0,
,1049,0.015539656393229961,0,
,1059,0.01705132983624935,0,
,1069,0.01717030256986618,0,
,1079,0.01581418141722679,0,
,1089,0.015567787922918797,0,
