validation_loss_step/epoch_0,step,training_loss,epoch,validation_loss_epoch
0.375237375497818,0,,,
0.3756507933139801,1,,,
,9,1.2220854759216309,0,
,19,0.31318116188049316,0,
,29,0.1543050855398178,0,
,39,0.17084252834320068,0,
,49,0.11783014982938766,0,
,59,0.11656292527914047,0,
,69,0.11790799349546432,0,
,79,0.07990006357431412,0,
,89,0.04881621152162552,0,
,99,0.058465056121349335,0,
,109,0.0680542066693306,0,
,119,0.06995188444852829,0,
,129,0.04912157356739044,0,
,139,0.0599469430744648,0,
,149,0.040934618562459946,0,
,159,0.0502188578248024,0,
,169,0.03545151650905609,0,
,179,0.03557388857007027,0,
,189,0.03799832612276077,0,
,199,0.03408850356936455,0,
,209,0.03307444229722023,0,
,219,0.03276228904724121,0,
,229,0.024053558707237244,0,
,239,0.037340790033340454,0,
,249,0.025991015136241913,0,
,259,0.026210853829979897,0,
,269,0.027018103748559952,0,
,279,0.022607047110795975,0,
,289,0.019658993929624557,0,
,299,0.01969773694872856,0,
,309,0.018281135708093643,0,
,319,0.026326358318328857,0,
,329,0.018977303057909012,0,
,339,0.018071912229061127,0,
,349,0.016400134190917015,0,
,359,0.020044993609189987,0,
,369,0.018882688134908676,0,
,379,0.017482168972492218,0,
,389,0.01403310801833868,0,
,399,0.01767669804394245,0,
,409,0.014988350681960583,0,
,419,0.015537800267338753,0,
,429,0.01565282791852951,0,
,439,0.013378288596868515,0,
,449,0.012938035652041435,0,
,459,0.013228096067905426,0,
,469,0.012657289393246174,0,
,479,0.013764097355306149,0,
,489,0.013348131440579891,0,
,499,0.014186016283929348,0,
,509,0.01143031008541584,0,
,519,0.011625584214925766,0,
,529,0.010106287896633148,0,
,539,0.011710301041603088,0,
,549,0.011192605830729008,0,
,559,0.011100197210907936,0,
,569,0.01267978549003601,0,
,579,0.009866547770798206,0,
,589,0.010051765479147434,0,
,599,0.0112879928201437,0,
,609,0.012951873242855072,0,
,619,0.014378017745912075,0,
,629,0.01164723839610815,0,
,639,0.010662256740033627,0,
,649,0.009896768257021904,0,
,659,0.011474530212581158,0,
,669,0.012014816515147686,0,
,679,0.009023704566061497,0,
,689,0.013566245324909687,0,
,699,0.014249765314161777,0,
,709,0.010474401526153088,0,
,719,0.009860307909548283,0,
,729,0.009530276991426945,0,
,739,0.0119636757299304,0,
,749,0.009606389328837395,0,
,759,0.01087102573364973,0,
,769,0.010279548354446888,0,
,779,0.008838307112455368,0,
,789,0.009940754622220993,0,
,799,0.01060250960290432,0,
,809,0.010952061042189598,0,
,819,0.008649506606161594,0,
,829,0.011273578740656376,0,
,839,0.009881420060992241,0,
,849,0.009272522293031216,0,
,859,0.008046192117035389,0,
,869,0.00894053466618061,0,
,879,0.009595286101102829,0,
,889,0.010082577355206013,0,
,899,0.008775032125413418,0,
,909,0.013167478144168854,0,
,919,0.009517569094896317,0,
,929,0.009579312056303024,0,
,939,0.011118406429886818,0,
,949,0.009272432886064053,0,
,959,0.009714419022202492,0,
,969,0.010957594029605389,0,
,979,0.009126921184360981,0,
,989,0.008533323183655739,0,
,999,0.008284792304039001,0,
,1009,0.007629023864865303,0,
,1019,0.008117835968732834,0,
,1029,0.008423972874879837,0,
,1039,0.011688778176903725,0,
,1049,0.008441826328635216,0,
,1059,0.01097760908305645,0,
,1069,0.009939378127455711,0,
,1079,0.00850230548530817,0,
,1089,0.00762373860925436,0,
,1099,0.008101057261228561,0,
,1109,0.008032012730836868,0,
,1119,0.014926696196198463,0,
,1129,0.011039742268621922,0,
,1139,0.015008214861154556,0,
,1149,0.010819897055625916,0,
,1159,0.013873068615794182,0,
,1169,0.011128146201372147,0,
,1179,0.00980818085372448,0,
,1189,0.008737638592720032,0,
,1199,0.011400307528674603,0,
,1209,0.01169003639370203,0,
,1219,0.01065006572753191,0,
,1229,0.008209665305912495,0,
,1239,0.00756647577509284,0,
,1249,0.006803845055401325,0,
,1259,0.012042840011417866,0,
,1269,0.01625361107289791,0,
,1279,0.011842436157166958,0,
,1289,0.009528071619570255,0,
,1299,0.00933159701526165,0,
,1309,0.007108454126864672,0,
,1319,0.008606712333858013,0,
,1329,0.007800032384693623,0,
,1339,0.014565824531018734,0,
,1349,0.008877088315784931,0,
,1359,0.010359595529735088,0,
,1369,0.007460408844053745,0,
,1379,0.009370014071464539,0,
,1389,0.008659014478325844,0,
,1399,0.008028504438698292,0,
,1409,0.007932418957352638,0,
,1419,0.008218055590987206,0,
,1429,0.007636021822690964,0,
,1439,0.010090281255543232,0,
,1449,0.006748052779585123,0,
,1459,0.008115148171782494,0,
,1469,0.007437117863446474,0,
,1479,0.008296015672385693,0,
,1489,0.01047919224947691,0,
,1499,0.007531701121479273,0,
,1509,0.007058697286993265,0,
,1519,0.0066919527016580105,0,
,1529,0.006562496535480022,0,
,1539,0.007133541628718376,0,
,1549,0.007953119464218616,0,
,1559,0.007290806155651808,0,
,1569,0.008205492049455643,0,
,1579,0.009206714108586311,0,
,1589,0.006903411820530891,0,
,1599,0.007775922305881977,0,
,1609,0.00685481121763587,0,
,1619,0.007905123755335808,0,
,1629,0.006077080965042114,0,
,1639,0.008658627979457378,0,
,1649,0.009557082317769527,0,
,1659,0.009332261979579926,0,
,1669,0.009150032885372639,0,
,1679,0.007471128832548857,0,
,1689,0.006479719188064337,0,
,1699,0.007807872258126736,0,
,1709,0.007059638854116201,0,
,1719,0.007169031538069248,0,
,1729,0.006596037186682224,0,
,1739,0.0071915071457624435,0,
,1749,0.006608291063457727,0,
,1759,0.009526070207357407,0,
,1769,0.007537858095020056,0,
,1779,0.007707291282713413,0,
,1789,0.007412393111735582,0,
,1799,0.009463261812925339,0,
,1809,0.006815045606344938,0,
