validation_loss_step/epoch_0,step,training_loss,epoch,validation_loss_epoch
0.4238370954990387,0,,,
0.43570902943611145,1,,,
,9,0.30224061012268066,0,
,19,0.15045642852783203,0,
,29,0.10394164174795151,0,
,39,0.08063846081495285,0,
,49,0.06202928349375725,0,
,59,0.06317518651485443,0,
,69,0.06604930013418198,0,
,79,0.060138773173093796,0,
,89,0.05322341248393059,0,
,99,0.050233133137226105,0,
,109,0.04815614968538284,0,
,119,0.04550321772694588,0,
,129,0.03958115726709366,0,
,139,0.0401507206261158,0,
,149,0.03947489708662033,0,
,159,0.040879860520362854,0,
,169,0.036411624401807785,0,
,179,0.03382382541894913,0,
,189,0.03117586486041546,0,
,199,0.033112961798906326,0,
,209,0.028877394273877144,0,
,219,0.030287090688943863,0,
,229,0.028704382479190826,0,
,239,0.027943024411797523,0,
,249,0.02487914077937603,0,
,259,0.025205561891198158,0,
,269,0.02411850355565548,0,
,279,0.023194637149572372,0,
,289,0.024237822741270065,0,
,299,0.023341014981269836,0,
,309,0.022603923454880714,0,
,319,0.02263561263680458,0,
,329,0.023538047447800636,0,
,339,0.021168481558561325,0,
,349,0.02138383686542511,0,
,359,0.018576426431536674,0,
,369,0.021051481366157532,0,
,379,0.02007513865828514,0,
,389,0.020254358649253845,0,
,399,0.01944984309375286,0,
,409,0.019753070548176765,0,
,419,0.018296897411346436,0,
,429,0.018485410138964653,0,
,439,0.016126196831464767,0,
,449,0.021487979218363762,0,
,459,0.018210988491773605,0,
,469,0.018539829179644585,0,
,479,0.017596600577235222,0,
,489,0.01770026423037052,0,
,499,0.017637286335229874,0,
,509,0.01474817842245102,0,
,519,0.017467303201556206,0,
,529,0.017848331481218338,0,
,539,0.017061013728380203,0,
,549,0.01733390800654888,0,
,559,0.01769932359457016,0,
,569,0.01588684879243374,0,
,579,0.016931597143411636,0,
,589,0.014956989325582981,0,
,599,0.015639830380678177,0,
,609,0.016226880252361298,0,
,619,0.015644265338778496,0,
,629,0.015196245163679123,0,
,639,0.016272101551294327,0,
,649,0.014041573740541935,0,
,659,0.01557017769664526,0,
,669,0.014776398427784443,0,
,679,0.017741482704877853,0,
,689,0.013599204830825329,0,
,699,0.015003767795860767,0,
,709,0.014485824853181839,0,
,719,0.014277005568146706,0,
,729,0.012179519981145859,0,
,739,0.013799047097563744,0,
,749,0.01293698325753212,0,
,759,0.015332113020122051,0,
,769,0.012282895855605602,0,
,779,0.014304958283901215,0,
,789,0.014572422951459885,0,
,799,0.013826399110257626,0,
,809,0.012745670042932034,0,
,819,0.012897949665784836,0,
,829,0.01181850302964449,0,
,839,0.01210231427103281,0,
,849,0.01344268023967743,0,
,859,0.012459838762879372,0,
,869,0.012897815555334091,0,
,879,0.013076407834887505,0,
,889,0.013306526467204094,0,
,899,0.012678494676947594,0,
,909,0.012400750070810318,0,
,919,0.01210038736462593,0,
,929,0.01248256117105484,0,
,939,0.012358350679278374,0,
,949,0.012965641915798187,0,
,959,0.012490011751651764,0,
,969,0.011999893002212048,0,
,979,0.011110569350421429,0,
,989,0.012900503352284431,0,
,999,0.012828080914914608,0,
,1009,0.01232212595641613,0,
,1019,0.010310648009181023,0,
,1029,0.011681083589792252,0,
,1039,0.011855179443955421,0,
,1049,0.012980524450540543,0,
,1059,0.01255818922072649,0,
,1069,0.01203948725014925,0,
,1079,0.010849324986338615,0,
,1089,0.01085678767412901,0,
,1099,0.011612891219556332,0,
,1109,0.010926921851933002,0,
,1119,0.012928417883813381,0,
,1129,0.011495811864733696,0,
,1139,0.01242075115442276,0,
,1149,0.0101464269682765,0,
,1159,0.011630422435700893,0,
,1169,0.01146208681166172,0,
,1179,0.011745826341211796,0,
,1189,0.010557787492871284,0,
,1199,0.014853066764771938,0,
,1209,0.0115802101790905,0,
,1219,0.011750257574021816,0,
,1229,0.01357298158109188,0,
,1239,0.010520539246499538,0,
,1249,0.01135173998773098,0,
,1259,0.012384681962430477,0,
,1269,0.01167953573167324,0,
,1279,0.010858025401830673,0,
,1289,0.010463522747159004,0,
,1299,0.0112580182030797,0,
,1309,0.011038863100111485,0,
